,stars,body,date
4629,5.0,"If you're willing to have a guitar and not very much into music then this guitar is perfect.better than any thing you can get in around 2k.now as far as guitar is concerned it's nice, quality is good, sound is prety decent, but action is a bit high so you might find it hard to play bare cords , overall it's very good.if you're beganer and putting your hand first time on guitar you might find it hard for 2-3 days or even week but don't quit after some time it'll be easy.now if you want a guitar and tight on budget go for this without having a second thought but if you can afford more then leave this and buy yamaha f310 because that will be with you for longer time.",18 March 2017
4630,1.0,very poor product plz dont bye,15 August 2017
4631,5.0,Very nice product. I got product as shown on webpage. Delivery was very prompt. it arrived on first april total five days before expected 6th april.,10 April 2017
4632,2.0,"Though the packaging was really good, string 1 was missing as you can see in the pic.",25 July 2016
4633,1.0,"Not worth it people very cheap wood quality, sounds bad i mean pathetic and the strings they give is also cheap quality.. I would suggest dont buy this product ever...",11 February 2016
4634,5.0,This guitar is perfect for beginners. At the price of Rs. 1990 (lightning deal) you can't get anything better. The finish of the guitar is great and sounds good for the price. The strings are going to be tough on your fingers in the beginning 2 days then it becomes less harsh and comfortable to play.This guitar is a bit compact and has less frets than normal which is fine for me as it complements my stature :DI'm happy with the purchase. And the extra accessories are a plus and the bag quality is decent too.A con- There's no hook for the strap but i got it fixed at my local guitar repair shop.,18 May 2017
4635,5.0,Its My First Guitar... Firstly I searched 100 of guitar ... But it was out of budget..then I found this ... I thought it is very cheap so it must be a frod ... But when it arrived my home I was totally shocked... It was looking a 10000 ra guitar... What a polish and finishing... Its a very great product... And sound is too amazing... I'm not able to post sound... Nhi toh sunata tha sbko ....bahot mast hain ...paisa wasool,28 February 2017
4636,1.0,"Just got the product, product good. No pick up added in the package. It has a strap, extra string's and a back, no pick up added. I did not return as its again a mess to send and get the product back, even if subscribed to prime and even if there is faster delivery got the product late.",21 December 2016
4637,1.0,"Poor quality wood. The neck of the guitar broke after about two months  of use, due to the tension of the strings. A very basic guitar which is barely worth the discounted price it is being offered at.",2 March 2017
4638,5.0,Its nice.i like it.low weight is the speciality of this item.,24 April 2017
4639,1.0,"not recomennded,frets are not place right as d hence one has to buy another one if we want to learn",2 July 2018
4640,3.0,"The guitar for the price of Rs.2000 is pretty good.Below are the pros and cons of the guitar:-Pros-1.It is pretty good if you are not sure whether or not you're gonna continue playing guitar.2.Its sound is bright for the size of its sound hole and body.3.Spaces between the frets are pretty accurate so if you decide to continue playing it will not be of great problem.Cons:-1.It does not have a truss rod.A truss rod is supposed to support a guitars neck which is the fret part.2.If you already know how to play a guitar DO NOT buy this product instead invest a little more and go for better brands.2.It has only 18 frets which is not a problem for beginners but will create a chaos once you have to use notes above the 18th fret.3.Its finishing and wood work inside the body is not accurate which may result in the guitar sounding odd at times.4.The tuning pegs are very hard and will give you a problem while you have to tune it.To conclude:-Only buy this guitar if you're not sure whether or not you'll continue playing guitar.If you've made tour mind that you wanna play guitar,invest just a little more and you'll open a gate to many other better brands.If you're already a guitarist;stay away.",23 January 2021
4641,1.0,"The product was damaged..I'm so pissed off.. It was supposed to be a gift for my sister.. and I demand compensation for ruining the customer satisfaction.. And I've ordered for a replacement which will certainly arrive after my sister has left.. You guys ruined the whole moment.. How ungraceful..Edit : 25/8/2020,Got the replacement and the sharp smell of paint or whatever the furnishing thing is applied makes me want to puke. It's so annoying why there has to be something that bothers the buyer.. The last product didn't have any unpleasant scent.. but this one is something suffocating..Imperfect furnishing, if I knew it was going to be this bad, I would have preferred something that's not painted at all.",21 August 2020
4642,3.0,"#Overall Review after using for a week....I am a moderate guitarist and I borrowed this guitar from my friend just for the review sake, as soon as i held this guitar in my hands i knew it is something very cheap. The neck and the built is very poor and i'm sure after a few months of non usage the neck of the guitar will bent for sure because of the string pressure. A lot of finger pressure is required to press down the chords (more than usual). The resonance of the material is not so good and that's why the sound is not like a actual acoustic guitar. It is less like a standard guitar and more of a toy guitar. Sorry people but this is the true, don't buy if you already know a bit about playing guitar, this is not for you and even the fret board is not of full size, it is smaller. This guitar might be suitable for complete novice beginners , and i still say that it might. You can buy this only if you are planning to change your guitar after 3 or 4 months. Don't think this would stay for a long run.i would suggest to raise up your budget little bit and get a better guitar...you might get a superior and better product just by adding a few hundred bucks more. Rest depends on you if you still want to go with it then buy.",7 November 2017
4643,3.0,"The media could not be loaded.
                



 It's good for a begginer'sSounding is too good not badBtw nice product..Watch my vidio👍Basically if ur begginer then go for it..",3 December 2020
4644,1.0,Got a damaged piece and i requested for a replacement which also turned out to be a damaged one!,24 April 2017
4645,5.0,Really nice what have seen and get the same quality,9 March 2017
4646,4.0,"If you are shorter in height,  less than 15 yrs of age or looking a guitar for your kid to begin with then it is a perfect product for you with the lowest price you get as it is not a jumbo guitar.Good Luck",20 April 2017
4647,1.0,"Some said good for beginners, absolutely misguiding. Strings are too hard for beginners. Doesn't give proper sound. U will be frustrated",9 May 2017
4648,4.0,size is good avg. Size at 2500 Price.nice,19 September 2016
4649,1.0,"Its not a full size proper guitar, more like a toy than music instrument ...not worth buying at all ... skip pls !!",8 May 2017
4650,4.0,"If you are looking out to buy an economical and a clear sounding acoustic guitar , please go ahead and get this. I was a bit skeptical about buying this guitar considering its low price and unknown brand (Juarez) , but ..Boy!! This exceeded my expectations. please look inside the pocket of guitar cover for you accessories and extra strings!! And delivery condition was amazing, as some one already posted with pictures, when the order reaches us, we will all have this question, who the hell ordered a huge LCD screen TV??? but, beware...that's your guitar packed in a giant package to prevent it from damages. so, i'd say, go for it and happy strumming. cheers amigos.",9 April 2016
4651,5.0,Awesome Product ❤️loved the packing ❤️keep it Amazon,10 May 2017
4652,5.0,I love it. Very nice guitar.,30 April 2017
4653,1.0,Not a good product. Totally waste of money please think twice before buying this product. As this product is non refundableb which is not mentioned in product description.,11 August 2017
4654,4.0,Product was as mentioned on the website.Packaging was awesome. The quality of this guitar is also good.I bought it for Rs. 2300/- and consider it the best deal for this price.,8 May 2017
4655,2.0,"Packaging was really...stupid, there was no bubble wraps or smthng to protact guitar. My guitar has got a little dent on its one edge. And I'm nt able to tune the E string.  Buying this guitar = waste of money. I would say... spend some more money and buy yourself a better one.",19 May 2017
4656,5.0,I loved this guitar. It is really awesome and its sound quality is good and it has more worth than price. Just blindly go for it💯,5 March 2017
4657,2.0,"I have this guitar since 4 years now. I bought this when I wasn't having any idea about guitars, it's quality, etc. I found it cheap so I purchased it.But later on when I joined a guitar class, I got to know that it's sound quality & overall wood quality isn't good.There's no metal rod to support the neck which is why it can get bent easily.The wood is just ""Bhusa ply"" which means it's made from saw dust so it isn't good.I'd suggest that don't buy Juarez. There are many other brands like Aria, hobmer, revolt, etc which are available offline with just 1k-2k extra around 4.5k, 5k, etc",10 August 2021
